conceptType,conceptUri,code,preferredLabel,altLabels,description
ISCOGroup,http://data.europa.eu/esco/isco/C8183,8183,"Conducteurs de machines d’emballage, d’embouteillage et d’étiquetage",,
ISCOGroup,http://data.europa.eu/esco/isco/C8189,8189,Conducteurs de machines et d’installations fixes non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C82,82,Ouvriers de l’assemblage,,
ISCOGroup,http://data.europa.eu/esco/isco/C821,821,Ouvriers de l’assemblage,,
ISCOGroup,http://data.europa.eu/esco/isco/C8211,8211,Monteurs en construction mécanique,,
ISCOGroup,http://data.europa.eu/esco/isco/C8212,8212,Monteurs d’appareils électriques et électroniques,,
ISCOGroup,http://data.europa.eu/esco/isco/C8219,8219,Monteurs et assembleurs non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C83,83,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre,,
ISCOGroup,http://data.europa.eu/esco/isco/C831,831,Conducteurs de locomotives et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C8311,8311,Conducteurs de locomotives,,
ISCOGroup,http://data.europa.eu/esco/isco/C8312,8312,"Serre-freins, aiguilleurs et agents de manœuvre",,
ISCOGroup,http://data.europa.eu/esco/isco/C832,832,"Conducteurs d’automobiles, de camionnettes et de motocycles",,
ISCOGroup,http://data.europa.eu/esco/isco/C8321,8321,Conducteurs de motocycles,,
ISCOGroup,http://data.europa.eu/esco/isco/C8322,8322,Chauffeurs de taxi et conducteurs d’automobiles et de camionnettes,,
ISCOGroup,http://data.europa.eu/esco/isco/C833,833,Conducteurs de poids lourds et d’autobus,,
ISCOGroup,http://data.europa.eu/esco/isco/C8331,8331,Conducteurs d’autobus et de tramways,,
ISCOGroup,http://data.europa.eu/esco/isco/C8332,8332,Conducteurs de poids lourds et de camions,,
ISCOGroup,http://data.europa.eu/esco/isco/C834,834,Conducteurs de matériels et engins mobiles,,
ISCOGroup,http://data.europa.eu/esco/isco/C8341,8341,Conducteurs d’engins mobiles agricoles et forestiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C8342,8342,Conducteurs d’engins de terrassement et de matériels similaires,,
ISCOGroup,http://data.europa.eu/esco/isco/C8343,8343,"Conducteurs de grues, d’engins de levage divers et de matériels similaires",,
ISCOGroup,http://data.europa.eu/esco/isco/C8344,8344,Conducteurs de chariots élévateurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C835,835,Matelots de pont et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C8350,8350,Matelots de pont et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C9,9,Professions élémentaires,,
ISCOGroup,http://data.europa.eu/esco/isco/C91,91,Aides de ménage,,
ISCOGroup,http://data.europa.eu/esco/isco/C911,911,Aides de ménage et agents d’entretien à domicile et dans les hôtels et bureaux,,
ISCOGroup,http://data.europa.eu/esco/isco/C9111,9111,Aides de ménage à domicile,,
ISCOGroup,http://data.europa.eu/esco/isco/C9112,9112,"Agents d’entretien dans les bureaux, les hôtels et autres établissements",,
ISCOGroup,http://data.europa.eu/esco/isco/C912,912,"Laveurs de véhicules et de vitres, laveurs de linge et autres nettoyeurs manuels",,
ISCOGroup,http://data.europa.eu/esco/isco/C9121,9121,Laveurs et repasseurs de linge à la main,,
ISCOGroup,http://data.europa.eu/esco/isco/C9122,9122,Laveurs de véhicules,,
ISCOGroup,http://data.europa.eu/esco/isco/C9123,9123,Laveurs de vitres,,
ISCOGroup,http://data.europa.eu/esco/isco/C9129,9129,Autres nettoyeurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C92,92,"Manœuvres de l’agriculture, de la pêche et de la sylviculture",,
ISCOGroup,http://data.europa.eu/esco/isco/C921,921,"Manœuvres de l’agriculture, de la pêche et de la sylviculture",,
ISCOGroup,http://data.europa.eu/esco/isco/C9211,9211,Manœuvres de l’agriculture,,
ISCOGroup,http://data.europa.eu/esco/isco/C9212,9212,Manœuvres de l’élevage,,
ISCOGroup,http://data.europa.eu/esco/isco/C9213,9213,Manœuvres de l’agriculture et de l’élevage,,
ISCOGroup,http://data.europa.eu/esco/isco/C9214,9214,"Manœuvres, cultures maraîchères et horticulture",,
ISCOGroup,http://data.europa.eu/esco/isco/C9215,9215,Manœuvres forestiers,,
ISCOGroup,http://data.europa.eu/esco/isco/C9216,9216,Manœuvres pêcheurs et aquaculteurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C93,93,"Manœuvres des mines, du bâtiment et des travaux publics, des industries manufacturières et des transports",,
ISCOGroup,http://data.europa.eu/esco/isco/C931,931,"Manœuvres des mines, du bâtiment et des travaux publics",,
ISCOGroup,http://data.europa.eu/esco/isco/C9311,9311,Manœuvres des mines et des carrières,,
ISCOGroup,http://data.europa.eu/esco/isco/C9312,9312,Manœuvres de chantier de travaux publics,,
ISCOGroup,http://data.europa.eu/esco/isco/C9313,9313,Manoeuvres du bâtiment,,
ISCOGroup,http://data.europa.eu/esco/isco/C932,932,Manœuvres des industries manufacturières,,
ISCOGroup,http://data.europa.eu/esco/isco/C9321,9321,Emballeurs à la main et autres manœuvres des industries manufacturières,,
ISCOGroup,http://data.europa.eu/esco/isco/C9329,9329,Manœuvres des industries manufacturières non classés ailleurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C933,933,Manœuvres des transports et de l’entreposage,,
ISCOGroup,http://data.europa.eu/esco/isco/C9331,9331,Conducteurs de véhicules à bras et à pédales,,
ISCOGroup,http://data.europa.eu/esco/isco/C9332,9332,Conducteurs de véhicules et de machines à traction animale,,
ISCOGroup,http://data.europa.eu/esco/isco/C9333,9333,Manutentionnaires,,
ISCOGroup,http://data.europa.eu/esco/isco/C9334,9334,Garnisseurs de rayons,,
ISCOGroup,http://data.europa.eu/esco/isco/C94,94,Assistants de fabrication de l'alimentation,,
ISCOGroup,http://data.europa.eu/esco/isco/C941,941,Assistants de fabrication de l’alimentation,,
ISCOGroup,http://data.europa.eu/esco/isco/C9411,9411,"Cuisiniers, restauration rapide",,
ISCOGroup,http://data.europa.eu/esco/isco/C9412,9412,Aides de cuisine,,
ISCOGroup,http://data.europa.eu/esco/isco/C95,95,Vendeurs ambulants et autres travailleurs des petits métiers des rues et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C951,951,Travailleurs des petits métiers des rues et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C9510,9510,Travailleurs des petits métiers des rues et assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C952,952,Vendeurs ambulants (à l’exception de l’alimentation),,
ISCOGroup,http://data.europa.eu/esco/isco/C9520,9520,Vendeurs ambulants (à l’exception de l’alimentation),,
ISCOGroup,http://data.europa.eu/esco/isco/C96,96,Éboueurs et autres travailleurs non qualifiés,,
ISCOGroup,http://data.europa.eu/esco/isco/C961,961,Éboueurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C9611,9611,"Manœuvres, enlèvement des ordures et matériel recyclable",,
ISCOGroup,http://data.europa.eu/esco/isco/C9612,9612,Trieurs de déchets,,
ISCOGroup,http://data.europa.eu/esco/isco/C9613,9613,Balayeurs et manœuvres assimilés,,
ISCOGroup,http://data.europa.eu/esco/isco/C962,962,Autres professions élémentaires,,
ISCOGroup,http://data.europa.eu/esco/isco/C9621,9621,"Messagers, porteurs de bagages et livreurs de colis",,
ISCOGroup,http://data.europa.eu/esco/isco/C9622,9622,Manœuvres polyvalents,,
ISCOGroup,http://data.europa.eu/esco/isco/C9623,9623,Encaisseurs de distributeurs automatiques à prépaiement et releveurs de compteurs,,
ISCOGroup,http://data.europa.eu/esco/isco/C9624,9624,Porteurs d’eau et ramasseurs de bois de feu,,
ISCOGroup,http://data.europa.eu/esco/isco/C9629,9629,Professions élémentaires non classées ailleurs,,
